,Gene1,Gene2,Gene3,split
Sample_001,0.28424323,-0.16840543,-0.6544828,train
Sample_003,0.15572944,-0.067941695,-0.43256268,train
Sample_004,-0.101795785,0.1335807,0.0115416935,train
Sample_005,0.4040079,-0.8015516,0.83420414,train
Sample_006,0.13094667,-0.18014143,0.023714436,train
Sample_007,0.051725768,-0.15013452,0.2608352,train
Sample_008,-0.101446696,0.13310196,0.011534063,train
Sample_009,-0.101795785,0.1335807,0.0115416935,train
Sample_010,-0.08491499,0.10235397,0.039030205,train
Sample_012,-0.101446696,0.13310196,0.011534063,train
Sample_013,0.16343367,-0.07396436,-0.44586647,train
Sample_014,-0.101446696,0.13310196,0.011534063,train
Sample_016,0.75845057,-0.97197413,-0.11303672,train
Sample_017,0.30366662,-0.61600703,0.6708902,train
Sample_019,0.42877847,-0.8478957,0.8755234,train
Sample_024,-0.03393899,0.008271128,0.12140857,train
Sample_025,0.3547428,-0.2231171,-0.77686745,train
Sample_026,0.13195154,-0.04935366,-0.39150253,train
Sample_027,-0.101446696,0.13310196,0.011534063,train
Sample_028,-0.101446696,0.13310196,0.011534063,train
Sample_030,0.26005262,-0.53535885,0.5999047,train
Sample_002,-0.07675603,0.11420933,-0.03229755,valid
Sample_023,0.035981998,0.026204318,-0.22695029,valid
Sample_029,-0.102137074,0.13402216,0.011525204,valid
