,LatDim_0,LatDim_1,split
Sample_001,-0.8465413,-1.3311619,train
Sample_003,-0.98328424,0.07695864,train
Sample_004,0.53208196,0.8477739,train
Sample_005,-0.42627278,-0.43412724,train
Sample_006,-0.019647846,1.4701056,train
Sample_007,0.44030553,-0.76892436,train
Sample_008,-1.2344558,-0.39340785,train
Sample_009,1.5837437,-0.561062,train
Sample_010,-0.059851937,0.950881,train
Sample_012,-0.93858016,-1.532645,train
Sample_013,0.6482444,0.9285215,train
Sample_014,0.7104714,-0.12978594,train
Sample_016,-0.1318183,0.4735299,train
Sample_017,1.6181685,0.3556337,train
Sample_019,0.54173595,3.5695915,train
Sample_024,-0.8645412,-2.2698066,train
Sample_025,-1.8326423,1.3028008,train
Sample_026,0.70030034,0.9665257,train
Sample_027,-1.8980176,-0.15229043,train
Sample_028,-1.1243854,-0.35100928,train
Sample_030,-0.08598172,-1.1173751,train
Sample_002,1.0875182,0.8465817,valid
Sample_023,-0.025682386,-0.8140607,valid
Sample_029,-0.04645629,0.1486472,valid
