,Gene1,Gene2,Gene3,split
Sample_001,0.5057274,-0.3665736,-0.90654874,train
Sample_003,0.5832175,-0.42742023,-1.035985,train
Sample_004,0.036859047,-0.07978315,0.13273853,train
Sample_005,0.46348363,-0.85546196,0.8046157,train
Sample_006,0.5379381,-0.98942506,0.92036027,train
Sample_007,0.14211747,-0.08106051,-0.2991896,train
Sample_008,-0.042132992,0.0636163,0.008574802,train
Sample_009,0.16179256,-0.10909142,-0.29245538,train
Sample_010,0.5867848,-0.43022132,-1.0419436,train
Sample_012,0.11709441,-0.2254397,0.2588566,train
Sample_013,0.4434351,-0.7080804,0.42627987,train
Sample_014,0.34449366,-0.6382526,0.6162944,train
Sample_016,0.010413874,-0.032509983,0.09214281,train
Sample_017,0.28528237,-0.53076243,0.52322304,train
Sample_019,0.17199163,-0.10451824,-0.3490902,train
Sample_024,0.067617595,-0.13562119,0.1810864,train
Sample_025,0.38669392,-0.27293628,-0.7095694,train
Sample_026,0.45022953,-0.3228166,-0.8157411,train
Sample_027,-0.042132992,0.0636163,0.008574802,train
Sample_028,0.18040411,-0.34036997,0.35837004,train
Sample_030,0.2743655,-0.5119495,0.50721884,train
Sample_002,-0.027723603,0.052659925,-0.018202698,valid
Sample_023,0.18327996,-0.34714928,0.36509103,valid
Sample_029,0.22527419,-0.4172408,0.41159767,valid
