,LatDim_0,LatDim_1,split
Sample_001,0.90155095,1.0877361,train
Sample_003,-1.0768515,0.34797415,train
Sample_004,2.2076015,-1.6565367,train
Sample_005,-0.28738788,1.3127438,train
Sample_006,-0.6642506,-0.18963137,train
Sample_007,-1.4849173,-1.1276873,train
Sample_008,-0.66169226,0.06112685,train
Sample_009,-0.44175842,-1.0149764,train
Sample_010,0.38305053,0.04847505,train
Sample_012,0.6554252,1.4570581,train
Sample_013,-0.16617227,1.3827275,train
Sample_014,1.2291647,-1.5519185,train
Sample_016,0.23676401,2.2666504,train
Sample_017,0.33676946,-0.78109956,train
Sample_019,0.25319213,1.207829,train
Sample_024,-0.73668,2.240036,train
Sample_025,0.5724446,-1.5976957,train
Sample_026,1.375153,-0.46948686,train
Sample_027,-2.4578972,0.05823815,train
Sample_028,-0.20011702,-0.58028936,train
Sample_030,0.18437506,-0.91868025,train
Sample_002,-0.6097089,-0.5560699,valid
Sample_023,-1.1475838,-1.2894453,valid
Sample_029,0.6068727,0.37091494,valid
