,Gene1,Gene2,Gene3,split
Sample_001,0.0105850035,0.01312652,-0.02871597,train
Sample_003,0.5435785,-0.42438754,-0.92424774,train
Sample_004,0.3332583,-0.57877296,0.5435732,train
Sample_005,0.11227104,-0.18956935,0.205184,train
Sample_006,0.67487067,-1.1838596,1.0710173,train
Sample_007,0.80478185,-0.6387995,-1.3631197,train
Sample_008,0.4244621,-0.7397647,0.6838313,train
Sample_009,0.18311419,-0.12849611,-0.3185982,train
Sample_010,1.2410246,-2.1811495,1.9395844,train
Sample_012,0.23899686,-0.3499902,0.18429264,train
Sample_013,-0.013052021,0.032529254,0.010998784,train
Sample_014,-0.013052021,0.032529254,0.010998784,train
Sample_016,0.065199755,-0.031704653,-0.12047927,train
Sample_017,0.117027216,-0.07424784,-0.20755938,train
Sample_019,0.4533236,-0.3515842,-0.7682283,train
Sample_024,0.3061067,-0.22901914,-0.52650267,train
Sample_025,0.06673166,-0.03296214,-0.12305318,train
Sample_026,0.21271333,-0.19955157,-0.20898747,train
Sample_027,0.053836707,-0.022377156,-0.10138716,train
Sample_028,0.14175151,-0.2407278,0.24906388,train
Sample_030,0.59828764,-0.46859658,-1.0173997,train
Sample_002,0.3460105,-0.6040252,0.5665675,valid
Sample_023,0.31416568,-0.38464814,-0.03456461,valid
Sample_029,0.1263501,-0.08130337,-0.2256294,valid
