,Gene1,Gene2,Gene3,split
Sample_001,0.021822577,-0.021149926,0.048482813,train
Sample_003,-0.0035064672,0.022999547,0.009825479,train
Sample_004,0.86699104,-1.4943101,1.3383838,train
Sample_005,0.5190531,-0.88784134,0.8073589,train
Sample_006,-0.0035064672,0.022999547,0.009825479,train
Sample_007,0.36276457,-0.6166296,0.57058316,train
Sample_008,0.60744214,-1.043498,0.9442192,train
Sample_009,-0.0035064672,0.022999547,0.009825479,train
Sample_010,0.08727063,-0.13599841,0.14988884,train
Sample_012,0.2005649,-0.20330542,-0.13395718,train
Sample_013,0.23601505,-0.17608857,-0.39299044,train
Sample_014,-0.0035064672,0.022999547,0.009825479,train
Sample_016,-0.0035064672,0.022999547,0.009825479,train
Sample_017,0.25541607,-0.19192645,-0.42686358,train
Sample_019,0.7998844,-0.6447717,-1.341279,train
Sample_024,0.90251946,-0.730081,-1.5138859,train
Sample_025,0.3917219,-0.3055107,-0.6548508,train
Sample_026,0.59289247,-0.4722177,-0.9944901,train
Sample_027,0.2523647,-0.2488155,-0.21243624,train
Sample_028,0.027703494,-0.0029418897,-0.042661946,train
Sample_030,-0.0035064672,0.022999547,0.009825479,train
Sample_002,0.38799998,-0.6619677,0.6108129,valid
Sample_023,0.4230604,-0.33069217,-0.7099771,valid
Sample_029,0.27314135,-0.45894608,0.42676964,valid
