,Gene1,Gene2,Gene3,split
Sample_001,0.23872063,-0.27374563,-0.13846605,train
Sample_003,0.2360223,-0.4760914,0.5177361,train
Sample_004,0.32290784,-0.21403298,-0.68894786,train
Sample_005,0.12225635,-0.2658525,0.33564937,train
Sample_006,0.124668516,-0.05574567,-0.34442127,train
Sample_007,0.19258031,-0.110083826,-0.46221876,train
Sample_008,0.03133066,-0.09754244,0.18856397,train
Sample_009,-0.08011505,0.108323395,0.010142072,train
Sample_010,0.09268504,-0.1023188,-0.059040137,train
Sample_012,0.3749799,-0.2560269,-0.77860266,train
Sample_013,0.041428506,0.010857031,-0.2000361,train
Sample_014,0.5653937,-1.0852185,1.0474101,train
Sample_016,0.3967347,-0.773307,0.7761836,train
Sample_017,0.47053543,-0.90980536,0.8958441,train
Sample_019,-0.079682745,0.107761584,0.010039255,train
Sample_024,-0.079682745,0.107761584,0.010039255,train
Sample_025,-0.032883078,0.07031584,-0.07113781,train
Sample_026,-0.060602337,0.07247499,0.04072316,train
Sample_027,0.010571256,0.035546795,-0.14651218,train
Sample_028,0.3400971,-0.22778177,-0.7187646,train
Sample_030,-0.00079701096,0.044642866,-0.12679318,train
Sample_002,-0.013497107,-0.015137486,0.118084714,valid
Sample_023,0.21652958,-0.440356,0.4881495,valid
Sample_029,0.5319682,-1.0234638,0.9956243,valid
