,Gene1,Gene2,Gene3,split
Sample_001,-0.09470442,0.1251709,0.012872499,train
Sample_003,0.15633646,-0.07357624,-0.42290014,train
Sample_004,0.17039433,-0.36351675,0.44263977,train
Sample_005,0.09722854,-0.026780948,-0.32029688,train
Sample_006,0.19627523,-0.10519546,-0.49222842,train
Sample_007,0.40868935,-0.2733621,-0.86095023,train
Sample_008,0.41482386,-0.81288725,0.83734524,train
Sample_009,0.09643121,-0.22671603,0.32215092,train
Sample_010,-0.09470442,0.1251709,0.012872499,train
Sample_012,0.28076077,-0.17189394,-0.6395871,train
Sample_013,0.048654288,-0.13875715,0.24484263,train
Sample_014,0.14636543,-0.06568226,-0.40559182,train
Sample_016,0.19384101,-0.40605062,0.47977063,train
Sample_017,0.20824462,-0.11450659,-0.51372755,train
Sample_019,0.72219443,-1.3787665,1.3347045,train
Sample_024,-0.061356306,0.0817619,0.009345452,train
Sample_025,0.13201995,-0.054325044,-0.38069004,train
Sample_026,0.009049334,-0.066324994,0.18146852,train
Sample_027,-0.09470442,0.1251709,0.012872499,train
Sample_028,-0.0058346763,0.054813407,-0.14139321,train
Sample_030,0.18939465,-0.3985147,0.47339582,train
Sample_002,0.06461344,-0.00064988434,-0.265004,valid
Sample_023,0.11989731,-0.27088368,0.36163712,valid
Sample_029,-0.095503025,0.1260217,0.012865234,valid
