,Gene1,Gene2,Gene3,split
Sample_001,0.01100193,-0.054119498,0.13680059,train
Sample_003,0.15884814,-0.08199273,-0.41235533,train
Sample_004,-0.054053817,0.088555545,-0.04075527,train
Sample_005,0.122482225,-0.05302638,-0.34812045,train
Sample_006,0.07268946,-0.17580506,0.26145154,train
Sample_007,-0.08378724,0.112608224,0.010235949,train
Sample_008,-0.055920634,0.09005273,-0.03750497,train
Sample_009,0.10340883,-0.23247632,0.3109091,train
Sample_010,0.09200719,-0.2114425,0.29255268,train
Sample_012,0.2240695,-0.45507196,0.5051704,train
Sample_013,-0.052691408,0.055498403,0.059590884,train
Sample_014,0.31729984,-0.6272173,0.65610725,train
Sample_016,0.21318263,-0.12557064,-0.50698817,train
Sample_017,0.55902636,-1.0730026,1.0444442,train
Sample_019,0.18259501,-0.37855956,0.4383973,train
Sample_024,-0.083343774,0.11204609,0.010241187,train
Sample_025,0.3854349,-0.26391444,-0.80594474,train
Sample_026,-0.058436483,0.06609696,0.050341424,train
Sample_027,-0.083343774,0.11204609,0.010241187,train
Sample_028,0.9163724,-0.68972635,-1.7303549,train
Sample_030,0.29161718,-0.57984436,0.6147504,train
Sample_002,0.14747238,-0.072727814,-0.393514,valid
Sample_023,0.096038215,-0.031468973,-0.3038975,valid
Sample_029,-0.08422763,0.1131345,0.010189301,valid
