,LatDim_0,LatDim_1,split
Sample_001,0.73320735,-1.8589516,train
Sample_003,2.1037526,-1.7435158,train
Sample_004,-0.45833784,1.0164492,train
Sample_005,1.1357602,-0.44072503,train
Sample_006,-0.34232426,0.75223726,train
Sample_007,0.78341573,-0.5393244,train
Sample_008,-0.31330028,-0.8094785,train
Sample_009,0.19730133,1.095784,train
Sample_010,0.8194796,-1.5016128,train
Sample_012,1.1352105,1.7588091,train
Sample_013,-0.44978482,1.5331953,train
Sample_014,1.4702684,-0.28233638,train
Sample_016,1.5903394,1.977287,train
Sample_017,1.9670811,0.46925148,train
Sample_019,-0.7246054,-0.3997322,train
Sample_024,0.8076985,-2.1887376,train
Sample_025,-1.5441267,-0.004253245,train
Sample_026,1.4547054,1.5118679,train
Sample_027,0.7413713,0.07449467,train
Sample_028,1.1493274,-0.51505226,train
Sample_030,1.6812086,0.47400346,train
Sample_002,-1.0609901,2.1153855,valid
Sample_023,-0.7012893,0.13486907,valid
Sample_029,1.0165504,1.7021652,valid
