,Gene1,Gene2,Gene3,split
Sample_001,0.48014352,-0.32387003,-0.9889706,train
Sample_003,0.4599994,-0.30741683,-0.9545586,train
Sample_004,0.07173101,-0.18541679,0.28940934,train
Sample_005,0.358247,-0.7143439,0.75457424,train
Sample_006,-0.039416183,0.019768126,0.1089595,train
Sample_007,-0.09935679,0.13042238,0.011644642,train
Sample_008,-0.027345002,-0.0025160462,0.12855732,train
Sample_009,0.29742894,-0.39512888,0.0030925078,train
Sample_010,-0.024112552,-0.0086529255,0.13435926,train
Sample_012,0.15151152,-0.06624287,-0.42152622,train
Sample_013,-0.09970448,0.13092554,0.011582937,train
Sample_014,1.0085506,-1.2348242,-0.3346012,train
Sample_016,0.13770044,-0.055415824,-0.3976788,train
Sample_017,0.11475854,-0.26507467,0.3599135,train
Sample_019,0.49417964,-0.96528435,0.9752637,train
Sample_024,-0.09970448,0.13092554,0.011582937,train
Sample_025,-0.09935679,0.13042238,0.011644642,train
Sample_026,0.027075626,0.031307183,-0.20666446,train
Sample_027,-0.09935679,0.13042238,0.011644642,train
Sample_028,-0.09935679,0.13042238,0.011644642,train
Sample_030,-0.09935679,0.13042238,0.011644642,train
Sample_002,-0.100041725,0.13137935,0.011544378,valid
Sample_023,0.07570132,-0.19318523,0.2970938,valid
Sample_029,0.048304655,0.015248813,-0.24453682,valid
