,Gene1,Gene2,Gene3,split
Sample_001,0.4122941,-0.2863617,-0.8241519,train
Sample_003,-0.072090745,0.098922424,0.010270872,train
Sample_004,0.13603622,-0.28804255,0.3449316,train
Sample_005,0.4882629,-0.3468791,-0.9534821,train
Sample_006,0.23793516,-0.1475636,-0.52406704,train
Sample_007,-0.072090745,0.098922424,0.010270872,train
Sample_008,0.15012656,-0.077867396,-0.371921,train
Sample_009,0.34446654,-0.67543495,0.6794434,train
Sample_010,0.56328446,-0.40656412,-1.0825119,train
Sample_012,0.43278474,-0.8397961,0.8204497,train
Sample_013,-0.056318797,0.06959753,0.03558028,train
Sample_014,0.1575292,-0.32801157,0.37874433,train
Sample_016,0.37746182,-0.7369338,0.73167247,train
Sample_017,0.06877136,-0.12172436,0.10736194,train
Sample_019,-0.072090745,0.098922424,0.010270872,train
Sample_024,0.25787517,-0.51458555,0.5397706,train
Sample_025,-0.047780566,0.07958193,-0.031540237,train
Sample_026,0.07375223,-0.17228043,0.24497147,train
Sample_027,0.35014117,-0.68613636,0.68783075,train
Sample_028,0.30144218,-0.19824982,-0.6321689,train
Sample_030,-0.072090745,0.098922424,0.010270872,train
Sample_002,-0.02067313,0.058427963,-0.08007997,valid
Sample_023,0.117164806,-0.051414415,-0.31754142,valid
Sample_029,-0.07298802,0.100117445,0.01004593,valid
