,Gene1,Gene2,Gene3,split
Sample_001,-0.089709155,0.11950706,0.011249372,train
Sample_003,0.2093569,-0.120996624,-0.51135755,train
Sample_004,-0.05838222,0.09413555,-0.04309519,train
Sample_005,0.10560356,-0.03762935,-0.32989815,train
Sample_006,0.12242553,-0.05114603,-0.3593189,train
Sample_007,-0.003981255,-0.037749127,0.14948474,train
Sample_008,0.0018712506,-0.048362777,0.15810671,train
Sample_009,-0.089709155,0.11950706,0.011249372,train
Sample_010,-0.08933836,0.11900926,0.011045565,train
Sample_012,0.4636467,-0.8957329,0.9026471,train
Sample_013,-0.071159825,0.08565117,0.040355593,train
Sample_014,0.0911991,-0.21228173,0.30213383,train
Sample_016,-0.08933836,0.11900926,0.011045565,train
Sample_017,0.2531847,-0.15597768,-0.5885204,train
Sample_019,0.032625727,0.021009386,-0.20226356,train
Sample_024,0.019579686,0.031492062,-0.1794467,train
Sample_025,0.3426446,-0.22785078,-0.7449984,train
Sample_026,0.05793351,-0.024812177,-0.16347547,train
Sample_027,0.5559671,-0.3995028,-1.1175616,train
Sample_028,-0.054934118,0.09136496,-0.049125746,train
Sample_030,-0.056407,0.09254844,-0.046549752,train
Sample_002,-0.090089455,0.11993097,0.011432869,valid
Sample_023,-0.025177218,0.0018231049,0.11308354,valid
Sample_029,0.2236856,-0.455473,0.51743704,valid
