,LatDim_0,LatDim_1,split
Sample_001,-0.24346203,0.36429593,train
Sample_003,1.2976557,1.0241728,train
Sample_004,1.0067673,-1.4300827,train
Sample_005,1.9584258,-0.10432069,train
Sample_006,1.2009954,0.9652178,train
Sample_007,1.3274126,-1.9266247,train
Sample_008,1.101925,-0.3631904,train
Sample_009,0.5817095,-0.52096987,train
Sample_010,0.4570144,1.0297546,train
Sample_012,-0.1469164,-0.29647636,train
Sample_013,1.8696957,-0.015398751,train
Sample_014,-0.18385604,-0.091585904,train
Sample_016,-0.27819443,0.735789,train
Sample_017,0.38204876,-0.3062016,train
Sample_019,-1.0774845,1.206044,train
Sample_024,0.6879456,-1.1721722,train
Sample_025,-0.6182099,0.29168573,train
Sample_026,-0.28023872,-0.5749151,train
Sample_027,-2.1744747,1.7617166,train
Sample_028,-1.3951738,0.37965655,train
Sample_030,-1.6755255,0.46126947,train
Sample_002,1.7473509,0.70916045,valid
Sample_023,0.7510978,0.651063,valid
Sample_029,1.0606269,0.38078657,valid
