,Gene1,Gene2,Gene3,split
Sample_001,0.96591324,-1.6804937,1.5025885,train
Sample_003,-0.009127581,0.028536426,0.01073301,train
Sample_004,0.5181854,-0.8954838,0.8168738,train
Sample_005,0.13519014,-0.091092795,-0.23107353,train
Sample_006,0.12203633,-0.079864606,-0.20993236,train
Sample_007,0.71007586,-1.2319292,1.1107625,train
Sample_008,0.23732287,-0.40304214,0.38672072,train
Sample_009,0.25577196,-0.19087918,-0.43400133,train
Sample_010,1.0687095,-1.4041394,0.07282317,train
Sample_012,-0.008341021,0.027685104,0.010475836,train
Sample_013,-0.008341021,0.027685104,0.010475836,train
Sample_014,-0.009127581,0.028536426,0.01073301,train
Sample_016,0.15476775,-0.25829667,0.26028398,train
Sample_017,0.4274386,-0.3329403,-0.72290003,train
Sample_019,-0.008341021,0.027685104,0.010475836,train
Sample_024,-0.008341021,0.027685104,0.010475836,train
Sample_025,1.046411,-0.8451654,-1.7645721,train
Sample_026,-0.008341021,0.027685104,0.010475836,train
Sample_027,0.3875323,-0.29991624,-0.6557415,train
Sample_028,0.5555993,-0.43899852,-0.9385823,train
Sample_030,0.25038043,-0.1859352,-0.42585376,train
Sample_002,0.8994652,-0.7214112,-1.5188428,valid
Sample_023,-0.009910721,0.029312208,0.010894323,valid
Sample_029,-0.009910721,0.029312208,0.010894323,valid
