,Gene1,Gene2,Gene3,split
Sample_001,-0.051068403,0.0734813,0.008012273,train
Sample_003,-0.051068403,0.0734813,0.008012273,train
Sample_004,0.41386458,-0.77980036,0.74401784,train
Sample_005,0.47627315,-0.89433753,0.84281284,train
Sample_006,0.40303853,-0.75993156,0.72687984,train
Sample_007,-0.05169364,0.07415399,0.007978719,train
Sample_008,0.22421438,-0.43173942,0.44379476,train
Sample_009,0.3437965,-0.23700044,-0.65660685,train
Sample_010,-0.051068403,0.0734813,0.008012273,train
Sample_012,-0.051068403,0.0734813,0.008012273,train
Sample_013,0.4856265,-0.34852117,-0.8953288,train
Sample_014,0.41544834,-0.7838243,0.7478083,train
Sample_016,0.46242115,-0.33021256,-0.8579129,train
Sample_017,0.36578482,-0.69260967,0.6691544,train
Sample_019,0.30052912,-0.20297936,-0.5837811,train
Sample_024,-0.0055800937,-0.010002434,0.080021895,train
Sample_025,0.30277863,-0.204649,-0.58903694,train
Sample_026,0.22234848,-0.42831495,0.44084096,train
Sample_027,-0.051068403,0.0734813,0.008012273,train
Sample_028,0.79825664,-0.5943419,-1.4215342,train
Sample_030,0.049923435,-0.0059284493,-0.16197272,train
Sample_002,0.41906148,-0.2959035,-0.7861491,valid
Sample_023,0.35484523,-0.6733904,0.65308356,valid
Sample_029,-0.05227606,0.074829,0.008041211,valid
