,LatDim_0,LatDim_1,split
Sample_001,-1.4122919,0.4923212,train
Sample_003,-1.4737372,0.18075037,train
Sample_004,0.5043698,0.0700714,train
Sample_005,1.3557432,0.8584717,train
Sample_006,0.07816435,-1.1613617,train
Sample_007,-0.8691218,-1.4221491,train
Sample_008,0.10909738,-1.1757697,train
Sample_009,0.7095231,1.2495614,train
Sample_010,0.71466917,-1.2817879,train
Sample_012,-1.1058623,-0.11616115,train
Sample_013,1.4058251,-0.8650275,train
Sample_014,1.6236131,3.1822455,train
Sample_016,-1.1812503,-0.21529764,train
Sample_017,1.3781074,0.87413394,train
Sample_019,1.6835003,0.49769273,train
Sample_024,-0.045488007,-1.4314623,train
Sample_025,-0.8908166,-0.6079041,train
Sample_026,-0.8238824,-0.20825194,train
Sample_027,-0.3611135,-0.503293,train
Sample_028,-0.40773103,-0.8114411,train
Sample_030,-0.68930584,-1.2244518,train
Sample_002,-0.8099571,-1.6012965,valid
Sample_023,1.0499169,-0.080577925,valid
Sample_029,-1.5029849,-0.5839327,valid
