,LatDim_0,LatDim_1,split
Sample_001,1.3333522,-1.7198999,train
Sample_003,-0.5660646,-2.3499923,train
Sample_004,0.22979556,0.23861466,train
Sample_005,-1.6443475,-0.1368497,train
Sample_006,-0.66737914,1.6764835,train
Sample_007,-0.70522857,2.0329897,train
Sample_008,0.8330692,0.85070384,train
Sample_009,-1.2504598,2.0000997,train
Sample_010,0.012488981,-0.76763076,train
Sample_012,1.4890118,-1.0508398,train
Sample_013,-0.5999883,-0.62358046,train
Sample_014,1.4465528,0.5695772,train
Sample_016,0.6455006,-1.1416125,train
Sample_017,-0.24451788,-0.5786637,train
Sample_019,2.12416,-1.5080596,train
Sample_024,-0.20322657,0.056306913,train
Sample_025,-0.6821977,-1.0759726,train
Sample_026,0.12934983,-1.7206476,train
Sample_027,-0.8445999,-0.1876564,train
Sample_028,0.22340423,0.546593,train
Sample_030,0.34633502,-1.5038996,train
Sample_002,-1.422684,0.098123446,valid
Sample_023,0.6845461,1.7631108,valid
Sample_029,0.053881988,-0.9193507,valid
