,LatDim_0,LatDim_1,split
Sample_001,-1.0524673,1.011369,train
Sample_003,0.7222697,-0.29994318,train
Sample_004,0.03658867,-0.030232824,train
Sample_005,1.7542297,-2.2725248,train
Sample_006,0.6233597,-0.0939554,train
Sample_007,1.4840045,-0.639787,train
Sample_008,-0.9658124,-0.52331144,train
Sample_009,-0.98783827,-0.43722782,train
Sample_010,0.35866234,1.7620176,train
Sample_012,0.973739,-0.50107527,train
Sample_013,-0.99834883,0.8394381,train
Sample_014,1.2124782,-1.0718457,train
Sample_016,-0.8564122,-0.4280986,train
Sample_017,1.1478114,0.48161146,train
Sample_019,-0.7530259,-1.2229509,train
Sample_024,0.85321856,0.9194311,train
Sample_025,0.44603622,0.53840315,train
Sample_026,1.380424,0.27300435,train
Sample_027,0.48190442,-1.3838881,train
Sample_028,1.2570544,0.61309624,train
Sample_030,-1.5636797,-1.5470176,train
Sample_002,1.1077073,0.040814396,valid
Sample_023,0.66531885,1.1657425,valid
Sample_029,-1.3719987,-0.9287489,valid
