,Gene1,Gene2,Gene3,split
Sample_001,0.44655982,-0.3136617,-0.8710306,train
Sample_003,0.25648478,-0.51041925,0.53191257,train
Sample_004,-0.06832669,0.09381223,0.0105679,train
Sample_005,0.22148585,-0.13572039,-0.48510274,train
Sample_006,0.25876054,-0.16524205,-0.5488541,train
Sample_007,-0.051625878,0.06274553,0.037319213,train
Sample_008,-0.06875881,0.0945932,0.010803219,train
Sample_009,0.19250128,-0.11238693,-0.4362755,train
Sample_010,0.25019148,-0.4986924,0.5207693,train
Sample_012,0.4010433,-0.7793244,0.76352596,train
Sample_013,0.6664223,-1.2729614,1.1874866,train
Sample_014,-0.06832669,0.09381223,0.0105679,train
Sample_016,-0.06832669,0.09381223,0.0105679,train
Sample_017,0.5459566,-1.0488721,0.9945251,train
Sample_019,0.13883209,-0.070258304,-0.3437388,train
Sample_024,-0.06832669,0.09381223,0.0105679,train
Sample_025,-0.06832669,0.09381223,0.0105679,train
Sample_026,0.054891445,-0.13539705,0.20793833,train
Sample_027,0.32961538,-0.22135937,-0.6700382,train
Sample_028,0.03681326,-0.101768166,0.17898075,train
Sample_030,0.11460846,-0.2464821,0.30359286,train
Sample_002,-0.06928884,0.095229946,0.0107768625,valid
Sample_023,0.32214603,-0.36049527,-0.208141,valid
Sample_029,-0.06928884,0.095229946,0.0107768625,valid
