,LatDim_0,LatDim_1,split
Sample_001,0.3889621,-0.5980507,train
Sample_003,1.239096,0.30353156,train
Sample_004,-0.064979285,-1.1502895,train
Sample_005,0.17664902,-0.19346905,train
Sample_006,2.0584338,0.13050805,train
Sample_007,-0.6105046,0.44987434,train
Sample_008,1.7824061,0.18451744,train
Sample_009,1.9831337,2.1480622,train
Sample_010,1.2755878,0.5637455,train
Sample_012,1.5197192,0.12114687,train
Sample_013,0.5642512,1.0918902,train
Sample_014,1.0244812,-0.24484347,train
Sample_016,1.6473565,0.9633717,train
Sample_017,2.8094382,0.11873214,train
Sample_019,0.48441622,0.50249153,train
Sample_024,-0.362518,-1.6672188,train
Sample_025,0.83036095,0.4880607,train
Sample_026,-0.8383808,1.1827652,train
Sample_027,-0.0075042704,-0.81650585,train
Sample_028,-1.949633,1.1146637,train
Sample_030,-1.5672247,0.16597103,train
Sample_002,1.4020975,0.2059005,valid
Sample_023,-1.2253188,-0.54463595,valid
Sample_029,0.4237198,-0.89384776,valid
