,LatDim_0,LatDim_1,split
Sample_001,-1.1404821,0.3130635,train
Sample_003,-1.2172062,-0.2843601,train
Sample_004,1.0304567,-0.3891596,train
Sample_005,0.116988,-0.18349001,train
Sample_006,-0.8601856,2.958105,train
Sample_007,0.58298624,0.6303272,train
Sample_008,0.15651914,-0.5772377,train
Sample_009,0.38068688,0.47399035,train
Sample_010,1.459816,1.9632542,train
Sample_012,0.18991724,0.85277665,train
Sample_013,0.57878274,1.1166959,train
Sample_014,0.5268192,0.645651,train
Sample_016,1.808468,0.1552347,train
Sample_017,0.41519362,-1.8813272,train
Sample_019,0.875682,0.9342165,train
Sample_024,0.0076363995,-0.84907377,train
Sample_025,-1.2572196,0.15451634,train
Sample_026,1.0537373,1.0144876,train
Sample_027,0.03588685,-0.9280261,train
Sample_028,-0.08620094,-0.24677384,train
Sample_030,-0.18934274,0.052903138,train
Sample_002,0.17747144,-1.812467,valid
Sample_023,0.22843271,-2.16277,valid
Sample_029,-1.8383839,0.12685055,valid
