,Gene1,Gene2,Gene3,split
Sample_001,0.15711167,-0.07937812,-0.41657183,train
Sample_003,-0.016318403,0.060118493,-0.11413931,train
Sample_004,-0.08499015,0.11212239,0.015899736,train
Sample_005,-0.06607781,0.09976184,-0.026820127,train
Sample_006,-0.08766294,0.11708685,0.010873594,train
Sample_007,0.11450552,-0.04518088,-0.3421695,train
Sample_008,-0.08766294,0.11708685,0.010873594,train
Sample_009,-0.08766294,0.11708685,0.010873594,train
Sample_010,0.13979062,-0.06517439,-0.38679874,train
Sample_012,0.3353945,-0.6604339,0.6935943,train
Sample_013,-0.049456377,0.046833552,0.07246256,train
Sample_014,0.5843105,-1.1185213,1.0940944,train
Sample_016,0.30230096,-0.59996927,0.63949525,train
Sample_017,0.3122366,-0.20357928,-0.6879923,train
Sample_019,0.19273591,-0.3985037,0.46287638,train
Sample_024,-0.06597876,0.0772145,0.045828488,train
Sample_025,-0.08766294,0.11708685,0.010873594,train
Sample_026,-0.08766294,0.11708685,0.010873594,train
Sample_027,0.18482882,-0.38396427,0.45013013,train
Sample_028,0.30477455,-0.6045176,0.6434826,train
Sample_030,0.46833062,-0.3291737,-0.9600478,train
Sample_002,0.32047173,-0.21006508,-0.70317596,valid
Sample_023,0.22268674,-0.13158165,-0.5323512,valid
Sample_029,0.069025666,-0.0082514435,-0.26391414,valid
