,Gene1,Gene2,Gene3,split
Sample_001,-0.102137074,0.13402216,0.011525204,train
Sample_003,0.22555931,-0.47227538,0.5453636,train
Sample_004,-0.102137074,0.13402216,0.011525204,train
Sample_005,-0.102137074,0.13402216,0.011525204,train
Sample_006,0.23267816,-0.48544657,0.55696064,train
Sample_007,-0.043492034,0.08824295,-0.08973094,train
Sample_008,-0.102137074,0.13402216,0.011525204,train
Sample_009,0.31638104,-0.19267942,-0.7110854,train
Sample_010,0.16906403,-0.36774892,0.45332918,train
Sample_012,-0.010686114,-0.035732657,0.16115567,train
Sample_013,-0.102137074,0.13402216,0.011525204,train
Sample_014,-0.102137074,0.13402216,0.011525204,train
Sample_016,0.3002308,-0.6112475,0.6678958,train
Sample_017,0.084167585,-0.21067517,0.31502742,train
Sample_019,-0.10257991,0.134365,0.011384891,train
Sample_024,0.13969363,-0.05475457,-0.4060181,train
Sample_025,0.19762813,-0.09997912,-0.5060475,train
Sample_026,0.46953058,-0.31145304,-0.9756425,train
Sample_027,0.39556658,-0.25449288,-0.8478067,train
Sample_028,0.24593823,-0.13769071,-0.58945936,train
Sample_030,-0.10257991,0.134365,0.011384891,train
Sample_002,0.32823294,-0.20047817,-0.73159575,valid
Sample_023,0.27740103,-0.16094953,-0.64398766,valid
Sample_029,0.07894995,-0.116891384,0.042349055,valid
