,LatDim_0,LatDim_1,split
Sample_001,1.2678642,0.5783931,train
Sample_003,1.612116,-1.0375179,train
Sample_004,0.22944981,-1.3928238,train
Sample_005,2.2089684,-0.93525684,train
Sample_006,1.2709522,1.076574,train
Sample_007,2.0653267,-0.65236026,train
Sample_008,0.1980418,-2.1829722,train
Sample_009,1.5441695,0.5290948,train
Sample_010,-0.10869098,-0.424161,train
Sample_012,1.2454135,1.760714,train
Sample_013,-1.7280993,-1.0042721,train
Sample_014,0.6909343,0.23430789,train
Sample_016,0.6068462,0.39254534,train
Sample_017,0.55020475,1.9392512,train
Sample_019,-0.41354418,0.15144478,train
Sample_024,-0.2934343,-1.8994914,train
Sample_025,-1.1926415,0.39021578,train
Sample_026,-0.606481,0.39700028,train
Sample_027,0.98232114,2.360137,train
Sample_028,1.9067355,-0.6095291,train
Sample_030,-0.77313083,0.13372639,train
Sample_002,-0.2266689,-1.0410522,valid
Sample_023,-0.015430388,-2.2765894,valid
Sample_029,-0.20247279,0.31267914,valid
