,LatDim_0,LatDim_1,split
Sample_001,0.51872605,1.2026467,train
Sample_003,1.5706381,1.3656182,train
Sample_004,0.33167434,0.68023515,train
Sample_005,0.9341947,1.3394271,train
Sample_006,0.110213876,-0.14722417,train
Sample_007,-0.81312484,-1.1636597,train
Sample_008,1.1015785,1.2724614,train
Sample_009,0.57739395,-1.0482696,train
Sample_010,0.37151444,-1.8772466,train
Sample_012,0.94899017,0.7257984,train
Sample_013,-1.7557633,-0.30241507,train
Sample_014,0.3157031,-2.7472842,train
Sample_016,-0.09962945,-1.0942394,train
Sample_017,-2.4038317,1.8144609,train
Sample_019,-0.14959256,1.9285829,train
Sample_024,1.8210913,1.1082636,train
Sample_025,1.1396052,0.9458192,train
Sample_026,1.9809234,-1.8172079,train
Sample_027,0.33287564,0.93524873,train
Sample_028,-0.8153075,0.948607,train
Sample_030,-0.21324556,0.9781864,train
Sample_002,-0.6379624,0.6867409,valid
Sample_023,-0.32467163,-0.7515044,valid
Sample_029,0.17492281,0.21050903,valid
