,Gene1,Gene2,Gene3,split
Sample_001,0.10669383,-0.028201789,-0.34977627,train
Sample_003,-0.0044198483,0.058203995,-0.15827343,train
Sample_004,-0.1028981,0.13478404,0.0114524355,train
Sample_005,-0.10323854,0.13521183,0.011501184,train
Sample_006,0.40003583,-0.25631452,-0.85534704,train
Sample_007,-0.1028981,0.13478404,0.0114524355,train
Sample_008,-0.1028981,0.13478404,0.0114524355,train
Sample_009,0.11640225,-0.03528306,-0.366723,train
Sample_010,0.49278927,-0.96854365,0.9836432,train
Sample_012,-0.06801416,0.1076571,-0.048669547,train
Sample_013,0.2534534,-0.5250893,0.59249306,train
Sample_014,0.17922163,-0.3876307,0.47145614,train
Sample_016,-0.07224111,0.11094412,-0.04138444,train
Sample_017,0.11644586,-0.2713858,0.3690986,train
Sample_019,0.2779493,-0.57044953,0.63243425,train
Sample_024,0.05571363,0.011442155,-0.2619126,train
Sample_025,0.28804284,-0.5891403,0.64889205,train
Sample_026,-0.10323854,0.13521183,0.011501184,train
Sample_027,0.35658348,-0.2225245,-0.78045756,train
Sample_028,-0.1028981,0.13478404,0.0114524355,train
Sample_030,-0.10323854,0.13521183,0.011501184,train
Sample_002,-0.10354449,0.1356184,0.011510222,valid
Sample_023,-0.10354449,0.1356184,0.011510222,valid
Sample_029,-0.10114201,0.13116848,0.015430086,valid
