,Gene1,Gene2,Gene3,split
Sample_001,0.15221038,-0.117995076,-0.22626692,train
Sample_003,0.15458633,-0.2950034,0.31995076,train
Sample_004,0.087769955,-0.037714235,-0.212555,train
Sample_005,0.6423083,-1.182771,1.088826,train
Sample_006,0.5263124,-0.6202189,-0.19577746,train
Sample_007,-0.043550413,0.065076925,0.008245926,train
Sample_008,0.28715035,-0.19437596,-0.5443973,train
Sample_009,1.0099291,-1.8494453,1.6655592,train
Sample_010,0.33615318,-0.23282138,-0.6262873,train
Sample_012,0.5751342,-1.0592787,0.98154855,train
Sample_013,-0.043550413,0.065076925,0.008245926,train
Sample_014,0.345146,-0.23987675,-0.64131546,train
Sample_016,0.6028263,-0.44204107,-1.0719323,train
Sample_017,0.17087467,-0.32541382,0.3467967,train
Sample_019,0.22270836,-0.4188038,0.42711905,train
Sample_024,-0.043550413,0.065076925,0.008245926,train
Sample_025,-0.043550413,0.065076925,0.008245926,train
Sample_026,0.31678954,-0.21762952,-0.59392816,train
Sample_027,-0.027297592,0.035540145,0.03381455,train
Sample_028,0.48094904,-0.34609413,-0.86982816,train
Sample_030,0.060585972,-0.01639317,-0.16711181,train
Sample_002,0.5966169,-1.1010003,1.0184292,valid
Sample_023,-0.044922445,0.06660176,0.008135959,valid
Sample_029,0.4111015,-0.29086944,-0.75428003,valid
