,LatDim_0,LatDim_1,split
Sample_001,1.1617756,-1.2577809,train
Sample_003,-0.51013607,-0.7273311,train
Sample_004,0.61015797,0.9966204,train
Sample_005,-1.8503301,1.9489386,train
Sample_006,-0.20898262,-0.16404796,train
Sample_007,0.8900802,-0.5758475,train
Sample_008,0.1815392,-0.3869646,train
Sample_009,0.50827324,-1.6421171,train
Sample_010,1.2389451,1.508419,train
Sample_012,1.2031379,-0.981958,train
Sample_013,1.7267585,-0.70396423,train
Sample_014,-0.6749693,-0.35755497,train
Sample_016,2.8100553,-0.74677026,train
Sample_017,-0.47833082,1.047689,train
Sample_019,-0.6079019,-0.34590825,train
Sample_024,1.0634321,-1.7439977,train
Sample_025,-0.86361384,-0.6770585,train
Sample_026,-0.28053677,1.1110718,train
Sample_027,0.8676529,0.57346356,train
Sample_028,0.33212924,-0.17785528,train
Sample_030,0.71836466,2.0039113,train
Sample_002,0.14039029,1.4285636,valid
Sample_023,0.54722553,-0.5166762,valid
Sample_029,-0.15853383,-1.3752335,valid
