,Gene1,Gene2,Gene3,split
Sample_001,0.66814184,-0.48890138,-1.2187994,train
Sample_003,0.25247842,-0.49416232,0.50326335,train
Sample_004,-0.058275506,0.08142497,0.0084250625,train
Sample_005,0.5486122,-1.0435263,0.9763029,train
Sample_006,0.1965153,-0.39050585,0.41414878,train
Sample_007,0.12740906,-0.2630146,0.30528763,train
Sample_008,0.009535298,0.028185204,-0.10613591,train
Sample_009,0.052285507,-0.0053789318,-0.178359,train
Sample_010,0.52012366,-0.39574856,-0.8978168,train
Sample_012,0.102172956,-0.04436622,-0.2637531,train
Sample_013,0.5793324,-0.41917515,-1.0687629,train
Sample_014,0.51391804,-0.97840834,0.91957456,train
Sample_016,0.011563495,0.026592825,-0.10956238,train
Sample_017,0.38662112,-0.7426253,0.7168695,train
Sample_019,-0.058275506,0.08142497,0.0084250625,train
Sample_024,0.27514166,-0.48922145,0.39505804,train
Sample_025,0.104858115,-0.193534,0.18453881,train
Sample_026,0.50059813,-0.95373666,0.89836407,train
Sample_027,-0.058861893,0.082155325,0.008540896,train
Sample_028,0.4321978,-0.3036595,-0.8217924,train
Sample_030,-0.058275506,0.08142497,0.0084250625,train
Sample_002,0.13629723,-0.28001153,0.32056507,valid
Sample_023,0.1716863,-0.09877763,-0.38236475,valid
Sample_029,0.061480854,-0.012159228,-0.1959023,valid
