,LatDim_0,LatDim_1,split
Sample_001,-0.9235477,0.108650774,train
Sample_003,0.56974715,-1.4023029,train
Sample_004,0.59476805,-0.7816869,train
Sample_005,0.9472105,0.84508455,train
Sample_006,-0.67932916,0.20680721,train
Sample_007,0.5003712,-1.1300576,train
Sample_008,-0.36495012,0.49972796,train
Sample_009,0.77768254,0.3042111,train
Sample_010,-1.0215304,-0.3045362,train
Sample_012,0.72251844,1.5090061,train
Sample_013,2.335313,0.95952547,train
Sample_014,0.0075395107,1.6274931,train
Sample_016,-0.70824474,-1.0081002,train
Sample_017,-0.36728308,0.11787442,train
Sample_019,1.0455651,0.47598013,train
Sample_024,0.9081369,0.7871893,train
Sample_025,1.3365687,0.5626996,train
Sample_026,0.9995567,-2.4515717,train
Sample_027,-1.5042722,2.0821738,train
Sample_028,-1.0521928,-0.49831924,train
Sample_030,1.113766,-0.33877894,train
Sample_002,-0.70907843,0.86972654,valid
Sample_023,1.0614983,2.074597,valid
Sample_029,0.31494007,0.28862596,valid
