,LatDim_0,LatDim_1,split
Sample_001,0.47529507,-0.40401623,train
Sample_003,-0.70254284,-2.623841,train
Sample_004,-0.652826,0.62866014,train
Sample_005,-0.3923319,1.1648688,train
Sample_006,1.2401199,0.26426157,train
Sample_007,1.8832109,-0.5187654,train
Sample_008,0.827723,-0.34639212,train
Sample_009,-1.4200017,-1.0206636,train
Sample_010,1.4074507,-1.0478324,train
Sample_012,-0.22496836,0.6747616,train
Sample_013,0.6529085,-0.99000627,train
Sample_014,-0.37345773,0.2285053,train
Sample_016,2.3562174,0.15141645,train
Sample_017,-0.21630645,0.91676986,train
Sample_019,0.31289175,1.631638,train
Sample_024,0.35503381,1.5883976,train
Sample_025,0.0863005,-0.7360059,train
Sample_026,-0.49659494,0.5812206,train
Sample_027,0.786913,0.06802732,train
Sample_028,-2.081376,-0.057346072,train
Sample_030,0.17251004,0.06972463,train
Sample_002,2.0168414,-0.38581106,valid
Sample_023,1.8779137,0.38793892,valid
Sample_029,0.77171844,0.94250095,valid
