,LatDim_0,LatDim_1,split
Sample_001,-2.1826522,-1.831958,train
Sample_003,0.3339851,1.6684436,train
Sample_004,0.057709,0.34163588,train
Sample_005,-0.2032959,0.79973656,train
Sample_006,-0.6611703,0.49145648,train
Sample_007,-0.48939767,-0.7484437,train
Sample_008,0.6060015,-0.7070694,train
Sample_009,1.2580482,0.292846,train
Sample_010,-0.5960525,-1.3381275,train
Sample_012,1.9919062,-1.3072115,train
Sample_013,0.46654683,0.085056156,train
Sample_014,0.9539699,-0.124701925,train
Sample_016,3.3379443,-0.28513464,train
Sample_017,-1.05885,1.7816186,train
Sample_019,0.44616154,1.0353696,train
Sample_024,-0.89082277,-0.120006,train
Sample_025,-1.5497031,1.7789598,train
Sample_026,0.611666,1.1742263,train
Sample_027,-0.65968233,2.2724643,train
Sample_028,-1.0303447,-0.54088223,train
Sample_030,-0.29322615,0.060536277,train
Sample_002,-0.1548015,-0.7806212,valid
Sample_023,0.6290246,0.5874401,valid
Sample_029,1.3521733,-0.9192389,valid
