,LatDim_0,LatDim_1,split
Sample_001,-0.7689361,0.1600729,train
Sample_003,-0.5984293,0.9761874,train
Sample_004,0.8600418,0.20761612,train
Sample_005,0.06303865,1.356244,train
Sample_006,-0.5235842,0.1543622,train
Sample_007,1.2339394,0.98939353,train
Sample_008,1.0945197,-0.54919165,train
Sample_009,1.3420987,-0.22469553,train
Sample_010,0.9775275,0.53737223,train
Sample_012,-1.1136689,-0.5540355,train
Sample_013,0.7304164,1.6987805,train
Sample_014,1.2003387,0.03881111,train
Sample_016,2.0195746,-0.063673034,train
Sample_017,1.6821363,-0.17925213,train
Sample_019,-0.07339472,-0.3979579,train
Sample_024,1.1567868,0.8640445,train
Sample_025,0.03779882,2.097579,train
Sample_026,-0.046043333,-2.1844783,train
Sample_027,-1.3949873,-0.05771038,train
Sample_028,-0.7145044,0.010467146,train
Sample_030,0.620499,-1.9993602,train
Sample_002,0.2827824,-0.39322463,valid
Sample_023,0.5593202,-0.95427704,valid
Sample_029,-0.9257601,0.4415784,valid
