,Gene1,Gene2,Gene3,split
Sample_001,-0.03142467,0.05172334,0.010432174,train
Sample_003,0.35807773,-0.64736545,0.6185707,train
Sample_004,0.7651756,-1.3759185,1.2516098,train
Sample_005,-0.03142467,0.05172334,0.010432174,train
Sample_006,0.5317311,-0.8479339,0.53054225,train
Sample_007,0.55591756,-0.8355386,0.38481644,train
Sample_008,0.28958026,-0.30032954,-0.21718496,train
Sample_009,0.13768667,-0.2513527,0.2739235,train
Sample_010,-0.0012539346,-0.002347704,0.057441004,train
Sample_012,-0.03142467,0.05172334,0.010432174,train
Sample_013,-0.03142467,0.05172334,0.010432174,train
Sample_014,0.13601272,-0.24907002,0.27237353,train
Sample_016,0.25125703,-0.45488986,0.4508767,train
Sample_017,0.08786447,-0.16206291,0.19629581,train
Sample_019,0.8060316,-0.61815864,-1.3937435,train
Sample_024,0.08223695,-0.04068245,-0.17529589,train
Sample_025,-0.0075469706,0.008930478,0.04763587,train
Sample_026,0.20383054,-0.13604274,-0.38526627,train
Sample_027,0.47655493,-0.35395062,-0.84246945,train
Sample_028,-0.03142467,0.05172334,0.010432174,train
Sample_030,-0.03142467,0.05172334,0.010432174,train
Sample_002,-0.03275997,0.053210918,0.010139972,valid
Sample_023,0.3405313,-0.6169216,0.59244144,valid
Sample_029,-0.03275997,0.053210918,0.010139972,valid
