,Gene1,Gene2,Gene3,split
Sample_001,0.23373011,-0.14576355,-0.50367904,train
Sample_003,0.3177761,-0.6236026,0.6267884,train
Sample_004,0.17161733,-0.3517557,0.3927929,train
Sample_005,0.2973228,-0.5855606,0.5940433,train
Sample_006,0.29941934,-0.5894601,0.5973998,train
Sample_007,0.021793872,0.021995746,-0.14160901,train
Sample_008,-0.06778508,0.093140356,0.010489142,train
Sample_009,0.080175035,-0.02421619,-0.2413469,train
Sample_010,0.65763706,-1.2561145,1.1721474,train
Sample_012,0.19954458,-0.118703805,-0.4452768,train
Sample_013,0.66697705,-0.4885918,-1.2454304,train
Sample_014,0.44804874,-0.8659021,0.83535063,train
Sample_016,0.10694153,-0.17007887,0.099111535,train
Sample_017,0.028438881,0.016735844,-0.1529613,train
Sample_019,-0.06778508,0.093140356,0.010489142,train
Sample_024,0.16432837,-0.09082822,-0.38511372,train
Sample_025,0.36188933,-0.24720871,-0.7226252,train
Sample_026,0.37202644,-0.7245051,0.7136414,train
Sample_027,-0.06778508,0.093140356,0.010489142,train
Sample_028,-0.064371854,0.087170504,0.014981909,train
Sample_030,0.50018513,-0.35667753,-0.9588886,train
Sample_002,-0.035917617,0.06814412,-0.04486181,valid
Sample_023,-0.06832669,0.09381223,0.0105679,valid
Sample_029,-0.06832669,0.09381223,0.0105679,valid
