,LatDim_0,LatDim_1,split
Sample_001,-0.9085116,0.8403375,train
Sample_003,-0.09448796,1.7113242,train
Sample_004,0.39829615,0.36726746,train
Sample_005,1.3458111,-0.49633244,train
Sample_006,1.7436988,1.5638676,train
Sample_007,-1.4639874,-0.5586921,train
Sample_008,1.0275168,-1.1594156,train
Sample_009,0.32556126,0.9342521,train
Sample_010,-0.9902604,0.98292947,train
Sample_012,0.3425082,-1.2900205,train
Sample_013,1.2627499,1.4855131,train
Sample_014,1.1926014,0.8858366,train
Sample_016,0.40049618,0.31037754,train
Sample_017,1.05863,0.9149395,train
Sample_019,-0.56992453,0.254896,train
Sample_024,0.3028563,-0.77287704,train
Sample_025,-0.45934838,1.3153422,train
Sample_026,-1.1029172,0.99957865,train
Sample_027,-2.076868,-1.9303114,train
Sample_028,0.56064856,-0.8105773,train
Sample_030,0.9128267,-0.41992775,train
Sample_002,-0.5524167,-0.61970925,valid
Sample_023,0.9767767,-0.9674493,valid
Sample_029,1.3622378,0.9198604,valid
