,Gene1,Gene2,Gene3,split
Sample_001,-0.08422763,0.1131345,0.010189301,train
Sample_003,0.04200074,0.012007311,-0.2105872,train
Sample_004,-0.0645084,0.09731637,-0.024168558,train
Sample_005,0.13387123,-0.061817408,-0.36981598,train
Sample_006,0.4405071,-0.854499,0.85528326,train
Sample_007,0.09287611,-0.028815925,-0.29927316,train
Sample_008,-0.08422763,0.1131345,0.010189301,train
Sample_009,0.47565293,-0.3359837,-0.9653204,train
Sample_010,0.2584765,-0.16177174,-0.58692235,train
Sample_012,0.25485837,-0.15886939,-0.58061826,train
Sample_013,0.04313322,-0.1217244,0.21530604,train
Sample_014,-0.08422763,0.1131345,0.010189301,train
Sample_016,-0.084675565,0.113654494,0.010235019,train
Sample_017,0.56029797,-1.0754036,1.0490979,train
Sample_019,-0.08422763,0.1131345,0.010189301,train
Sample_024,0.23730826,-0.47979152,0.52802813,train
Sample_025,0.0013867319,-0.044742078,0.14807265,train
Sample_026,-0.012630247,0.05570138,-0.11455863,train
Sample_027,0.53103757,-0.3804115,-1.06182,train
Sample_028,-0.08422763,0.1131345,0.010189301,train
Sample_030,0.3169244,-0.20859602,-0.6898343,train
Sample_002,-0.0851062,0.11415468,0.010295321,valid
Sample_023,0.2286155,-0.46403062,0.5156643,valid
Sample_029,-0.051013168,0.086793765,-0.049156766,valid
