,Gene1,Gene2,Gene3,split
Sample_001,-0.10463461,0.13689443,0.011369728,train
Sample_003,-0.10463461,0.13689443,0.011369728,train
Sample_004,-0.011891849,0.064960465,-0.14743935,train
Sample_005,0.28355807,-0.16383778,-0.655805,train
Sample_006,0.08453403,-0.21300171,0.31956428,train
Sample_007,0.31684336,-0.1896141,-0.7130773,train
Sample_008,-0.10423609,0.13647242,0.011452709,train
Sample_009,0.26897705,-0.55446506,0.6206133,train
Sample_010,0.35176405,-0.21665691,-0.77316356,train
Sample_012,0.052802213,0.01486098,-0.25875515,train
Sample_013,0.32351112,-0.65542513,0.70962405,train
Sample_014,-0.09582106,0.12995577,-0.0030265981,train
Sample_016,0.38464263,-0.7685992,0.80940324,train
Sample_017,0.37581012,-0.75224733,0.7949867,train
Sample_019,-0.06571592,0.10664216,-0.054827,train
Sample_024,0.32032993,-0.6497711,0.70517427,train
Sample_025,-0.10423609,0.13647242,0.011452709,train
Sample_026,0.223349,-0.1172353,-0.55327857,train
Sample_027,-0.10423609,0.13647242,0.011452709,train
Sample_028,0.37336078,-0.35382232,-0.43646458,train
Sample_030,-0.019307502,0.07070319,-0.13467962,train
Sample_002,-0.104965836,0.13733791,0.011358522,valid
Sample_023,-0.07831946,0.11669488,-0.034519725,valid
Sample_029,0.10825406,-0.25721973,0.35951516,valid
