,LatDim_0,LatDim_1,split
Sample_001,0.56683826,1.613276,train
Sample_003,-0.5223821,-0.16668151,train
Sample_004,-0.24252447,0.36759228,train
Sample_005,-0.53984183,-1.4104233,train
Sample_006,0.20742267,-1.2574141,train
Sample_007,-2.2700467,0.52628744,train
Sample_008,0.11469364,-0.6805229,train
Sample_009,-0.0015605092,-0.16793087,train
Sample_010,1.3337858,-0.38262436,train
Sample_012,-0.2308281,0.778039,train
Sample_013,0.8169003,0.07215807,train
Sample_014,3.0069745,-1.0886763,train
Sample_016,-0.86008894,0.6260849,train
Sample_017,-1.340393,-0.14406487,train
Sample_019,0.16605821,0.8166727,train
Sample_024,-1.3043478,0.74806285,train
Sample_025,-0.7926843,1.7249385,train
Sample_026,0.36614648,0.6740132,train
Sample_027,-0.45222828,-2.1289544,train
Sample_028,-0.3478598,2.0625558,train
Sample_030,0.5872072,-0.9578297,train
Sample_002,1.5805275,1.0158482,valid
Sample_023,0.58994675,0.33047116,valid
Sample_029,1.1783407,-0.81515855,valid
