,LatDim_0,LatDim_1,split
Sample_001,-0.3949691,-2.5370212,train
Sample_003,-0.9357404,0.23147689,train
Sample_004,0.16740984,-1.662208,train
Sample_005,2.229583,-1.2753284,train
Sample_006,-1.7502899,0.21803725,train
Sample_007,1.3891768,-0.8836644,train
Sample_008,-0.0142923,-0.094180316,train
Sample_009,0.52052075,-1.9756079,train
Sample_010,0.26161692,-0.8953439,train
Sample_012,0.67529416,1.4507847,train
Sample_013,-0.78716266,-0.07342918,train
Sample_014,-1.2316229,1.1047857,train
Sample_016,1.0973574,0.8937155,train
Sample_017,0.7724995,0.4623318,train
Sample_019,0.035696708,0.57585573,train
Sample_024,-0.6869408,-0.7482581,train
Sample_025,0.4008749,0.072314106,train
Sample_026,-0.5098081,-0.65787935,train
Sample_027,-0.83479846,-1.0615969,train
Sample_028,0.36733633,0.34133193,train
Sample_030,-0.4903861,-1.2175015,train
Sample_002,0.11989322,-1.253819,valid
Sample_023,0.22764407,-0.27080652,valid
Sample_029,1.4525594,0.20385206,valid
