,LatDim_0,LatDim_1,split
Sample_001,-1.5317695,0.72182274,train
Sample_003,0.12026837,1.0222789,train
Sample_004,0.57971996,0.40955004,train
Sample_005,-0.49275166,1.0415821,train
Sample_006,-0.9082059,-1.758512,train
Sample_007,-0.09812941,0.66548157,train
Sample_008,-0.12821448,-0.3645944,train
Sample_009,0.14108606,2.2832386,train
Sample_010,0.97530156,1.0466601,train
Sample_012,0.026604414,0.081125274,train
Sample_013,-0.22681986,-1.033257,train
Sample_014,0.53244376,-1.6011319,train
Sample_016,-1.2733932,-0.1804155,train
Sample_017,-1.7637736,-0.8490772,train
Sample_019,-1.806888,1.134678,train
Sample_024,-1.164474,-1.8021588,train
Sample_025,1.0592364,-0.11294254,train
Sample_026,0.5622708,0.6539674,train
Sample_027,1.1236926,-1.7709519,train
Sample_028,-1.5204748,-0.5984036,train
Sample_030,1.3972574,1.2963436,train
Sample_002,1.361933,-0.42920715,valid
Sample_023,-0.06759524,1.249249,valid
Sample_029,-0.5420155,0.010197282,valid
