,Gene3,Gene1,Gene2,split
Sample_001,0.5007787,-0.5725313,-0.6564826,train
Sample_003,0.44947135,-0.51158243,-0.5925,train
Sample_004,0.27080804,-0.31940097,-0.16154437,train
Sample_005,0.7376733,-0.8517122,-0.97078454,train
Sample_006,-0.009450065,0.030474255,0.011614214,train
Sample_007,-0.20668824,0.16490847,1.2811898,train
Sample_008,-0.08999159,0.08537,0.53004104,train
Sample_009,-0.008737661,0.029705718,0.01144205,train
Sample_010,-0.008737661,0.029705718,0.01144205,train
Sample_012,0.802277,-0.9280012,-1.0557988,train
Sample_013,-0.13618565,0.11660697,0.8315298,train
Sample_014,-0.11239282,0.100383684,0.6784305,train
Sample_016,0.56895626,-0.6524786,-0.74876434,train
Sample_017,0.47815916,-0.5611842,-0.4659208,train
Sample_019,0.1643452,-0.18884122,-0.07109819,train
Sample_024,-0.02920648,0.04366252,0.14315248,train
Sample_025,-0.008737661,0.029705718,0.01144205,train
Sample_026,-0.008737661,0.029705718,0.01144205,train
Sample_027,-0.07812691,0.077019244,0.4579401,train
Sample_028,1.403178,-1.6375899,-1.846544,train
Sample_030,-0.10385956,0.09456522,0.6235217,train
Sample_002,-0.29390913,0.22461374,1.8399395,valid
Sample_023,-0.010828786,0.03161188,0.0162251,valid
Sample_029,0.6584489,-0.7587429,-0.8687048,valid
