,LatDim_0,LatDim_1,split
Sample_001,-1.0384783,1.1194276,train
Sample_003,-0.74842405,-1.0112394,train
Sample_004,1.5775921,0.3986385,train
Sample_005,0.36403495,0.83641267,train
Sample_006,0.49053392,0.23852237,train
Sample_007,2.1913424,-0.48071957,train
Sample_008,0.98141146,0.26392835,train
Sample_009,1.1886108,-1.2130728,train
Sample_010,-0.25225472,-1.0534433,train
Sample_012,-2.080218,0.060539972,train
Sample_013,1.8163607,-0.46057928,train
Sample_014,-1.1641691,0.45845073,train
Sample_016,-0.16040635,1.7988876,train
Sample_017,1.4794638,-1.7594229,train
Sample_019,1.7217733,-0.089374825,train
Sample_024,0.2838757,-1.8613126,train
Sample_025,-1.0982535,1.3327463,train
Sample_026,-0.15654966,0.4498416,train
Sample_027,0.33286828,0.38562033,train
Sample_028,0.11059715,0.3557667,train
Sample_030,0.5091663,-0.03604217,train
Sample_002,0.16761696,1.3394787,valid
Sample_023,-1.1637179,0.2760437,valid
Sample_029,0.63491696,0.60028666,valid
