,Gene3,Gene1,Gene2,split
Sample_001,0.10567603,-0.11271386,-0.04310928,train
Sample_003,0.08064931,-0.07462339,-0.095333226,train
Sample_004,1.0765829,-1.2481549,-1.4015641,train
Sample_005,-0.020500826,0.034630068,0.13611738,train
Sample_006,0.18151496,-0.19347572,-0.22762501,train
Sample_007,-0.0015886106,0.022277845,0.011808123,train
Sample_008,-0.14816107,0.12009317,0.94954234,train
Sample_009,-0.07189635,0.069037184,0.46359918,train
Sample_010,0.47228596,-0.5360979,-0.6089899,train
Sample_012,-0.0009788456,0.021560937,0.011727335,train
Sample_013,-0.058120634,0.059814926,0.37582308,train
Sample_014,-0.06045262,0.06137609,0.39068204,train
Sample_016,-0.24997477,0.18913929,1.5966551,train
Sample_017,1.2749046,-1.4821037,-1.6627431,train
Sample_019,-0.0009788456,0.021560937,0.011727335,train
Sample_024,1.2061923,-1.4008766,-1.5715551,train
Sample_025,-0.0015886106,0.022277845,0.011808123,train
Sample_026,0.75173426,-0.86537826,-0.9755043,train
Sample_027,-0.12957901,0.10765326,0.8311412,train
Sample_028,-0.0009788456,0.021560937,0.011727335,train
Sample_030,-0.24165046,0.18268032,1.5452375,train
Sample_002,0.1360564,-0.14006513,-0.16961655,valid
Sample_023,-0.15050593,0.12252967,0.95792913,valid
Sample_029,0.54304326,-0.61978585,-0.7036454,valid
