,Gene3,Gene1,Gene2,split
Sample_001,-0.049771912,0.07267043,0.0005269227,train
Sample_003,-0.049771912,0.07267043,0.0005269227,train
Sample_004,-0.21766877,0.17609489,1.206522,train
Sample_005,0.54498285,-0.6410685,-0.79883945,train
Sample_006,-0.16723011,0.14502467,0.8442235,train
Sample_007,0.609844,-0.7185947,-0.88496405,train
Sample_008,0.19324222,-0.21884558,-0.32570353,train
Sample_009,-0.049771912,0.07267043,0.0005269227,train
Sample_010,-0.17692614,0.1509974,0.91386944,train
Sample_012,0.24392608,-0.28128386,-0.37734306,train
Sample_013,-0.16388203,0.14296225,0.82017434,train
Sample_014,0.13265076,-0.15412408,-0.16466895,train
Sample_016,-0.049771912,0.07267043,0.0005269227,train
Sample_017,0.42840812,-0.5012219,-0.6423418,train
Sample_019,0.528947,-0.62155175,-0.7763651,train
Sample_024,0.08634575,-0.09087331,-0.18313454,train
Sample_025,-0.22679529,0.18188988,1.2707164,train
Sample_026,-0.07673687,0.089355975,0.19057871,train
Sample_027,-0.049771912,0.07267043,0.0005269227,train
Sample_028,0.1742796,-0.1960983,-0.30024746,train
Sample_030,-0.049771912,0.07267043,0.0005269227,train
Sample_002,0.13299635,-0.14683208,-0.24630131,valid
Sample_023,-0.05069311,0.07352451,0.00029319027,valid
Sample_029,-0.09079848,0.09829017,0.28978246,valid
