,Gene3,Gene1,Gene2,split
Sample_001,0.10012787,-0.1086839,-0.21402206,train
Sample_003,0.9714663,-1.1577237,-1.3861511,train
Sample_004,-0.059413776,0.08320775,0.0010286171,train
Sample_005,-0.059812658,0.08377136,0.0011183014,train
Sample_006,-0.14274006,0.13539109,0.63472664,train
Sample_007,-0.13746461,0.13226397,0.59201634,train
Sample_008,-0.059413776,0.08320775,0.0010286171,train
Sample_009,0.62343884,-0.7387824,-0.9178361,train
Sample_010,-0.18401963,0.16124254,0.9486586,train
Sample_012,-0.069984615,0.08982777,0.08142008,train
Sample_013,-0.16655257,0.15030375,0.81582123,train
Sample_014,-0.107199825,0.11313391,0.36444247,train
Sample_016,0.7900401,-0.93885016,-1.1420417,train
Sample_017,0.27175117,-0.31543505,-0.44459572,train
Sample_019,0.5763908,-0.6821479,-0.85452706,train
Sample_024,0.5199401,-0.6141948,-0.7785654,train
Sample_025,-0.0529997,0.07548675,-0.0076023303,train
Sample_026,-0.14135215,0.1345219,0.6241715,train
Sample_027,-0.09546849,0.10603796,0.27244386,train
Sample_028,-0.059413776,0.08320775,0.0010286171,train
Sample_030,-0.14021426,0.1338093,0.61551785,train
Sample_002,-0.2083855,0.17651692,1.1297917,valid
Sample_023,-0.123008266,0.123318195,0.47945416,valid
Sample_029,-0.12683679,0.12570375,0.5086168,valid
