,Gene3,Gene1,Gene2,split
Sample_001,-0.095929354,0.0940023,0.46654555,train
Sample_003,0.57402086,-0.6627665,-0.7908645,train
Sample_004,0.47002825,-0.5392208,-0.6517989,train
Sample_005,-0.027220791,0.048833553,0.005553352,train
Sample_006,1.045688,-1.2200049,-1.4128085,train
Sample_007,0.38391012,-0.43737617,-0.5379526,train
Sample_008,1.1137913,-1.300545,-1.5028397,train
Sample_009,-0.17923935,0.14854926,1.02008,train
Sample_010,0.6514549,-0.7920501,-0.50962716,train
Sample_012,-0.08810368,0.08885773,0.4140401,train
Sample_013,-0.027848447,0.0493825,0.005237899,train
Sample_014,-0.11415111,0.105981216,0.5888023,train
Sample_016,-0.33881167,0.2536722,2.096136,train
Sample_017,0.48395503,-0.5556908,-0.6702098,train
Sample_019,-0.08760995,0.08853315,0.4107274,train
Sample_024,-0.12048288,0.11014369,0.63128453,train
Sample_025,-0.027848447,0.0493825,0.005237899,train
Sample_026,-0.027220791,0.048833553,0.005553352,train
Sample_027,-0.02539174,0.04667049,0.003135387,train
Sample_028,-0.043008775,0.059212513,0.11148102,train
Sample_030,-0.11893618,0.109126896,0.6209072,train
Sample_002,-0.1899576,0.15554583,1.087647,valid
Sample_023,0.95001996,-1.1082807,-1.2897747,valid
Sample_029,0.33235776,-0.37708968,-0.4723554,valid
