,Gene3,Gene1,Gene2,split
Sample_001,-0.04103002,0.06335084,0.0015200259,train
Sample_003,-0.11031925,0.10603644,0.47565326,train
Sample_004,0.044414297,-0.038852908,-0.11295299,train
Sample_005,-0.0662142,0.07888987,0.1753497,train
Sample_006,-0.17796402,0.14784124,0.94668454,train
Sample_007,0.07335156,-0.083216354,-0.06265131,train
Sample_008,0.19684002,-0.2211761,-0.31716356,train
Sample_009,-0.12566137,0.1154705,0.58167565,train
Sample_010,0.23036209,-0.26127332,-0.36207432,train
Sample_012,-0.23532332,0.18323284,1.3425977,train
Sample_013,1.015873,-1.2014816,-1.4159861,train
Sample_014,0.1789045,-0.19972263,-0.29313466,train
Sample_016,-0.18132506,0.14991507,0.9698836,train
Sample_017,-0.04103002,0.06335084,0.0015200259,train
Sample_019,0.33817402,-0.39023197,-0.5065141,train
Sample_024,0.3479824,-0.40196425,-0.5196548,train
Sample_025,-0.07745353,0.085826874,0.24853326,train
Sample_026,-0.12371023,0.114365816,0.5722066,train
Sample_027,0.74639785,-0.8785267,-1.0534272,train
Sample_028,-0.08762625,0.09210144,0.3231429,train
Sample_030,0.99049044,-1.1704967,-1.3804474,train
Sample_002,-0.09903876,0.0992915,0.3950296,valid
Sample_023,0.44922647,-0.52367,-0.6575339,valid
Sample_029,0.11619828,-0.1251288,-0.2111134,valid
