,LatDim_0,LatDim_1,split
Sample_001,-0.23501389,1.4800293,train
Sample_003,2.5531068,1.5654739,train
Sample_004,1.7132137,0.07462379,train
Sample_005,-0.68225425,-0.35774317,train
Sample_006,1.3585583,-1.2352271,train
Sample_007,0.74718493,-0.6162481,train
Sample_008,-2.0534034,-0.28988642,train
Sample_009,1.5710167,1.4480593,train
Sample_010,-0.6980484,-1.0079689,train
Sample_012,-0.9083877,0.42880565,train
Sample_013,1.0243793,-1.4027565,train
Sample_014,0.8039539,-0.6160682,train
Sample_016,1.5493041,1.2528236,train
Sample_017,0.87810576,1.0360472,train
Sample_019,0.68482566,2.170157,train
Sample_024,1.1650684,1.5246931,train
Sample_025,0.5609081,0.33957034,train
Sample_026,0.09426168,-0.7756027,train
Sample_027,1.0752834,-0.34794772,train
Sample_028,-1.0212377,0.6300751,train
Sample_030,0.33172616,-0.8452139,train
Sample_002,0.9979631,-1.7629395,valid
Sample_023,0.07885308,-0.5572719,valid
Sample_029,-1.016987,-0.21271855,valid
