,Gene3,Gene1,Gene2,split
Sample_001,-0.19551215,0.1591247,1.119756,train
Sample_003,1.1565359,-1.3527551,-1.5630797,train
Sample_004,-0.14941019,0.12904835,0.81596506,train
Sample_005,1.0138481,-1.1843879,-1.375823,train
Sample_006,0.9676767,-1.1291827,-1.3131418,train
Sample_007,-0.02838512,0.049959254,0.0050547677,train
Sample_008,-0.028922256,0.05064348,0.0049489955,train
Sample_009,-0.18173021,0.15016928,1.0325204,train
Sample_010,-0.1741569,0.14522018,0.9817768,train
Sample_012,-0.16759028,0.14092892,0.937778,train
Sample_013,0.20739217,-0.22915487,-0.30697486,train
Sample_014,-0.15605035,0.13338766,0.8604565,train
Sample_016,0.17612179,-0.2099829,-0.087587856,train
Sample_017,-0.13343999,0.11861193,0.7089591,train
Sample_019,0.9805605,-1.1444346,-1.3301922,train
Sample_024,-0.07031073,0.07735737,0.285971,train
Sample_025,0.07666432,-0.0743987,-0.13396853,train
Sample_026,0.20806462,-0.22995089,-0.3078648,train
Sample_027,-0.00218503,0.01894348,-0.02961865,train
Sample_028,-0.10158378,0.09795974,0.4911945,train
Sample_030,-0.01583577,0.03510328,-0.011553146,train
Sample_002,0.38234356,-0.43675134,-0.5408137,valid
Sample_023,1.1744714,-1.3753511,-1.5902342,valid
Sample_029,-0.13964012,0.12260938,0.74090374,valid
