,LatDim_0,LatDim_1,split
Sample_001,-0.8944521,1.1418275,train
Sample_003,2.2202475,-1.0472223,train
Sample_004,0.8641555,0.8585526,train
Sample_005,-1.2111506,0.054329652,train
Sample_006,1.8942997,-0.30762595,train
Sample_007,0.04221043,-0.9003665,train
Sample_008,0.16008127,0.16336519,train
Sample_009,0.44969988,-0.66921556,train
Sample_010,-1.1353317,-0.06712246,train
Sample_012,-0.99816954,0.43514892,train
Sample_013,0.2857875,-0.12490251,train
Sample_014,-0.28407896,0.29377484,train
Sample_016,2.195619,-2.20961,train
Sample_017,0.5735991,-0.89238584,train
Sample_019,0.92653775,0.19002528,train
Sample_024,0.4735629,0.40326783,train
Sample_025,-1.263966,-0.72341293,train
Sample_026,0.13980153,-1.5262089,train
Sample_027,-1.9745626,-0.097537875,train
Sample_028,-1.3004524,-0.05294174,train
Sample_030,0.62960476,-1.1919817,train
Sample_002,0.22829296,-1.9005556,valid
Sample_023,0.5425892,-0.47065157,valid
Sample_029,1.2393754,0.9164958,valid
