,Gene3,Gene1,Gene2,split
Sample_001,0.6244552,-0.74264896,-0.929652,train
Sample_003,-0.066263914,0.08940352,0.011571052,train
Sample_004,-0.0731436,0.093719155,0.06522336,train
Sample_005,0.42673,-0.5044106,-0.66373116,train
Sample_006,-0.1682086,0.1534706,0.8051654,train
Sample_007,0.52152884,-0.6187528,-0.7916298,train
Sample_008,0.4098752,-0.48389542,-0.6402234,train
Sample_009,0.3131888,-0.36730507,-0.5098113,train
Sample_010,-0.2932405,0.23178643,1.7816845,train
Sample_012,-0.06478001,0.08847266,-1.4239122e-06,train
Sample_013,0.4596237,-0.5438851,-0.70732474,train
Sample_014,-0.13227043,0.13080955,0.52633345,train
Sample_016,-0.19447583,0.16983114,1.0114524,train
Sample_017,-0.06478001,0.08847266,-1.4239122e-06,train
Sample_019,-0.06478001,0.08847266,-1.4239122e-06,train
Sample_024,-0.052409023,0.07355497,-0.01668759,train
Sample_025,-0.06478001,0.08847266,-1.4239122e-06,train
Sample_026,-0.11082839,0.11735891,0.3591143,train
Sample_027,-0.06510682,0.08882112,-0.00016582629,train
Sample_028,-0.06478001,0.08847266,-1.4239122e-06,train
Sample_030,-0.18045926,0.16115233,0.90085584,train
Sample_002,-0.065339595,0.08913172,-0.0002757339,valid
Sample_023,0.23498502,-0.27315828,-0.40551913,valid
Sample_029,-0.08115485,0.09904401,0.12346328,valid
