,Gene3,Gene1,Gene2,split
Sample_001,-0.086327806,0.11042077,0.05631449,train
Sample_003,0.376261,-0.45038733,-0.62584835,train
Sample_004,-0.1801019,0.18008144,0.92476654,train
Sample_005,-0.10496907,0.12426855,0.22895324,train
Sample_006,1.025073,-1.2412689,-1.51114,train
Sample_007,-0.13622689,0.14748861,0.5184353,train
Sample_008,0.15573901,-0.18157795,-0.3249504,train
Sample_009,-0.18320736,0.1824365,0.95537937,train
Sample_010,-0.07987323,0.10562595,-0.0034620457,train
Sample_012,-0.07987323,0.10562595,-0.0034620457,train
Sample_013,0.21840057,-0.2581489,-0.4108509,train
Sample_014,0.5841971,-0.70412153,-0.9099967,train
Sample_016,-0.07987323,0.10562595,-0.0034620457,train
Sample_017,0.09965091,-0.113208346,-0.24841927,train
Sample_019,-0.08004259,0.10570766,-0.0036119062,train
Sample_024,-0.07987323,0.10562595,-0.0034620457,train
Sample_025,-0.22342029,0.21226078,1.3259429,train
Sample_026,-0.11672765,0.13299218,0.33740228,train
Sample_027,-0.07987323,0.10562595,-0.0034620457,train
Sample_028,0.21837848,-0.25793353,-0.41042078,train
Sample_030,-0.09643735,0.11793071,0.14994007,train
Sample_002,0.011028953,-0.005390443,-0.12827845,valid
Sample_023,0.4384666,-0.5266705,-0.7116662,valid
Sample_029,-0.1422704,0.15222895,0.575555,valid
