,Gene3,Gene1,Gene2,split
Sample_001,0.43843174,-0.5208842,-0.6893006,train
Sample_003,-0.27594835,0.23211457,1.7128865,train
Sample_004,-0.13976392,0.14148161,0.5853931,train
Sample_005,0.21128002,-0.24574082,-0.38144177,train
Sample_006,0.26843235,-0.31496805,-0.45890036,train
Sample_007,-0.069248945,0.09399993,-0.0017261383,train
Sample_008,-0.09373988,0.11028073,0.20357363,train
Sample_009,-0.20577866,0.18519555,1.1316401,train
Sample_010,-0.104791164,0.11767018,0.2951163,train
Sample_012,-0.015274629,0.028598554,-0.07490387,train
Sample_013,-0.068968184,0.09371711,-0.0016212243,train
Sample_014,0.112529986,-0.12612729,-0.24760582,train
Sample_016,-0.068968184,0.09371711,-0.0016212243,train
Sample_017,0.8219377,-0.98586243,-1.2099863,train
Sample_019,0.59202176,-0.7069242,-0.8974613,train
Sample_024,0.1952787,-0.22635879,-0.35975516,train
Sample_025,-0.068968184,0.09371711,-0.0016212243,train
Sample_026,-0.19094884,0.17527957,1.0087981,train
Sample_027,0.3709187,-0.43910736,-0.5978002,train
Sample_028,-0.16748774,0.16014962,0.81622624,train
Sample_030,-0.068968184,0.09371711,-0.0016212243,train
Sample_002,-0.0961633,0.112356625,0.22102807,valid
Sample_023,-0.019567262,0.033743717,-0.06959095,valid
Sample_029,-0.025335342,0.04073518,-0.061767735,valid
