,Gene3,Gene1,Gene2,split
Sample_001,0.31660494,-0.3569164,-0.4367564,train
Sample_003,0.022710364,-0.009881761,-0.049464665,train
Sample_004,-0.078430094,0.07970624,0.38508388,train
Sample_005,-0.07797389,0.07932146,0.3776883,train
Sample_006,-0.1858001,0.15089537,1.0878643,train
Sample_007,-0.16519839,0.13723588,0.95301753,train
Sample_008,0.26684323,-0.2981571,-0.37118083,train
Sample_009,0.12601517,-0.13186544,-0.18559884,train
Sample_010,-0.21855718,0.17261416,1.3022726,train
Sample_012,0.59767234,-0.6888045,-0.8071445,train
Sample_013,0.20875567,-0.22956651,-0.29463354,train
Sample_014,1.0112318,-1.177141,-1.3521295,train
Sample_016,-0.113675445,0.10307483,0.615779,train
Sample_017,-0.16278318,0.13526641,0.9334005,train
Sample_019,1.4323592,-1.6744138,-1.9070876,train
Sample_024,-0.2043065,0.1631656,1.208996,train
Sample_025,-0.020800252,0.04149615,0.007873241,train
Sample_026,0.61299616,-0.70723844,-0.82885975,train
Sample_027,0.88035154,-1.0229745,-1.181299,train
Sample_028,-0.0660788,0.071517006,0.30423966,train
Sample_030,-0.021484016,0.04205758,0.007538893,train
Sample_002,0.51894283,-0.5962438,-0.70589304,valid
Sample_023,-0.07959516,0.08048917,0.38487434,valid
Sample_029,0.2701863,-0.3024545,-0.37789828,valid
