,LatDim_0,LatDim_1,split
Sample_001,2.2654881,-0.4619068,train
Sample_003,1.3628976,-0.32990378,train
Sample_004,-0.043573946,0.35554475,train
Sample_005,-0.004910007,-1.2542348,train
Sample_006,0.09105064,-0.2600427,train
Sample_007,-1.0806473,1.2666409,train
Sample_008,1.5241386,0.083885774,train
Sample_009,0.5933727,-0.1342212,train
Sample_010,0.6570951,-1.6897678,train
Sample_012,0.79891515,-1.0769172,train
Sample_013,1.8958461,-2.318528,train
Sample_014,-0.26771408,0.33118975,train
Sample_016,-0.45618555,1.017101,train
Sample_017,1.6815255,1.4804164,train
Sample_019,0.57912076,-1.2100984,train
Sample_024,-0.26066533,-0.7310516,train
Sample_025,1.5246412,0.3501441,train
Sample_026,-1.3587022,0.57419056,train
Sample_027,1.930336,1.1934905,train
Sample_028,0.6539934,1.4344761,train
Sample_030,-0.9978442,0.1366878,train
Sample_002,-0.46483624,0.35503525,valid
Sample_023,-1.5095489,-0.54175156,valid
Sample_029,-0.9469258,0.5884796,valid
