,LatDim_0,LatDim_1,split
Sample_001,-0.90860075,-0.8365287,train
Sample_003,-1.6376026,1.0460708,train
Sample_004,-0.6202812,0.47878474,train
Sample_005,1.7321346,-1.1790287,train
Sample_006,-0.7586614,0.6998617,train
Sample_007,0.20985787,1.0649633,train
Sample_008,-0.5411329,-1.1162281,train
Sample_009,-0.11526163,-1.4706905,train
Sample_010,0.36477798,-0.36174214,train
Sample_012,1.6164379,0.3048943,train
Sample_013,1.1370765,0.56367064,train
Sample_014,0.59291255,0.89455956,train
Sample_016,-1.1535387,0.9608673,train
Sample_017,0.18916266,-0.5024974,train
Sample_019,-0.72185856,0.6843032,train
Sample_024,2.814938,-0.9058277,train
Sample_025,0.17338103,2.7376437,train
Sample_026,0.9732901,0.2174335,train
Sample_027,-3.0045877,-2.0156615,train
Sample_028,-1.5917546,1.008023,train
Sample_030,1.0637801,-1.1542642,train
Sample_002,0.75931954,0.6930716,valid
Sample_023,-0.14228907,1.1709969,valid
Sample_029,1.449858,0.13714872,valid
