,LatDim_0,LatDim_1,split
Sample_001,-0.2507897,0.46332446,train
Sample_003,0.31081453,1.1331133,train
Sample_004,-0.43781567,-0.9476285,train
Sample_005,-1.0002373,0.6728827,train
Sample_006,0.3881397,0.50671643,train
Sample_007,-1.8260924,0.8083365,train
Sample_008,-0.23115882,1.3458341,train
Sample_009,0.3658295,-0.046389777,train
Sample_010,0.8197029,0.7807159,train
Sample_012,-1.2364659,-0.2117674,train
Sample_013,0.61443526,-0.91642606,train
Sample_014,0.8876909,0.69010794,train
Sample_016,-1.5468198,0.7656103,train
Sample_017,0.5077648,-0.27800667,train
Sample_019,-1.3238677,1.3169106,train
Sample_024,0.71144754,0.65889597,train
Sample_025,0.138013,0.38667664,train
Sample_026,-0.08384637,0.97264063,train
Sample_027,2.416407,0.64363116,train
Sample_028,-0.48127097,-0.54538536,train
Sample_030,0.50951207,1.366231,train
Sample_002,-1.6796706,-0.6818764,valid
Sample_023,-1.2644601,0.16227135,valid
Sample_029,0.69205403,2.002219,valid
