,Gene3,Gene1,Gene2,split
Sample_001,0.24560167,-0.28184938,-0.39846802,train
Sample_003,0.40349108,-0.49104556,-0.40715355,train
Sample_004,0.6695304,-0.79044276,-0.9675612,train
Sample_005,-0.05150263,0.07459085,0.00037258712,train
Sample_006,0.65209484,-0.76952505,-0.94415516,train
Sample_007,0.09477991,-0.1009064,-0.19600093,train
Sample_008,0.32550204,-0.3778037,-0.506356,train
Sample_009,-0.11844336,0.11620174,0.48708975,train
Sample_010,-0.126268,0.12106561,0.54398173,train
Sample_012,-0.16613749,0.14584881,0.83386743,train
Sample_013,-0.12047325,0.117463544,0.5018488,train
Sample_014,0.5877195,-0.69229305,-0.85773605,train
Sample_016,-0.1240379,0.1202689,0.5273126,train
Sample_017,-0.05150263,0.07459085,0.00037258712,train
Sample_019,-0.07128195,0.08725056,0.14200686,train
Sample_024,0.36151809,-0.42091596,-0.55407727,train
Sample_025,-0.05150263,0.07459085,0.00037258712,train
Sample_026,-0.30903113,0.23467265,1.8728281,train
Sample_027,0.21354175,-0.27549562,-0.023256974,train
Sample_028,-0.053377397,0.075756215,0.014003779,train
Sample_030,-0.14908914,0.1352514,0.70991117,train
Sample_002,0.72306883,-0.8552266,-1.0409511,valid
Sample_023,-0.1621501,0.14466868,0.8056376,valid
Sample_029,-0.18950471,0.16187766,1.0061684,valid
