,Gene3,Gene1,Gene2,split
Sample_001,-0.029469026,0.051209338,0.0047606467,train
Sample_003,0.56092876,-0.64835864,-0.7774055,train
Sample_004,0.28617445,-0.32279962,-0.41340762,train
Sample_005,-0.3101098,0.23308793,1.8799509,train
Sample_006,-0.12129552,0.110720545,0.6183284,train
Sample_007,-0.082315646,0.08545834,0.35787207,train
Sample_008,-0.029469026,0.051209338,0.0047606467,train
Sample_009,-0.110903636,0.10406098,0.5452143,train
Sample_010,-0.16176409,0.13694754,0.88873196,train
Sample_012,0.9840929,-1.1500876,-1.3392614,train
Sample_013,-0.029469026,0.051209338,0.0047606467,train
Sample_014,-0.17300647,0.14410456,0.9598135,train
Sample_016,-0.029939476,0.05185573,0.0046968907,train
Sample_017,-0.082847215,0.085802846,0.36142394,train
Sample_019,1.0208815,-1.193361,-1.3867564,train
Sample_024,-0.029469026,0.051209338,0.0047606467,train
Sample_025,-0.09904805,0.09630233,0.46967492,train
Sample_026,-0.03053589,0.051900756,0.011889234,train
Sample_027,-0.029939476,0.05185573,0.0046968907,train
Sample_028,1.2885001,-1.5104649,-1.7413008,train
Sample_030,0.0021186676,0.013780776,-0.037087113,train
Sample_002,-0.030479912,0.05239764,0.004516718,valid
Sample_023,-0.054910377,0.068069234,0.1674263,valid
Sample_029,-0.2685549,0.20511737,1.5920713,valid
