,Gene3,Gene1,Gene2,split
Sample_001,0.5460997,-0.6283718,-0.74377567,train
Sample_003,-0.20201297,0.16111085,1.1860992,train
Sample_004,-0.12081106,0.10792354,0.65108436,train
Sample_005,0.009893006,0.004973069,-0.036430802,train
Sample_006,-0.1542773,0.12984394,0.8715832,train
Sample_007,-0.07156224,0.07566551,0.32659882,train
Sample_008,-0.14471175,0.123578504,0.8085588,train
Sample_009,0.6467603,-0.7472678,-0.8765635,train
Sample_010,0.22633705,-0.2508492,-0.3231813,train
Sample_012,-0.19355373,0.15557005,1.1303638,train
Sample_013,0.8870694,-1.0311108,-1.1935707,train
Sample_014,-0.023061393,0.043897416,0.007041468,train
Sample_016,0.08767154,-0.08689566,-0.13903348,train
Sample_017,0.14638685,-0.15641065,-0.2176891,train
Sample_019,0.40723357,-0.46434888,-0.56058836,train
Sample_024,0.89605796,-1.0417278,-1.2054281,train
Sample_025,0.82069755,-0.9527151,-1.1060153,train
Sample_026,-0.24034248,0.18611526,1.437111,train
Sample_027,0.1295474,-0.13651961,-0.19546989,train
Sample_028,-0.2257775,0.17667665,1.3426764,train
Sample_030,0.55597204,-0.64021957,-0.7581262,train
Sample_002,-0.069263205,0.07454592,0.3045801,valid
Sample_023,0.07418316,-0.0711474,-0.12334038,valid
Sample_029,1.1745543,-1.3709235,-1.5754951,valid
