,Gene3,Gene1,Gene2,split
Sample_001,-0.2329459,0.18285689,1.4417964,train
Sample_003,-0.12199149,0.107401684,0.7323787,train
Sample_004,-0.0427139,0.053350884,0.22164147,train
Sample_005,0.16034055,-0.17026044,-0.21279348,train
Sample_006,-0.07690384,0.0766613,0.4419065,train
Sample_007,0.6303258,-0.72551733,-0.8316722,train
Sample_008,0.6395829,-0.7368303,-0.84525305,train
Sample_009,0.029769313,-0.015999049,-0.04085668,train
Sample_010,-0.044298414,0.054431193,0.23184954,train
Sample_012,-0.15593687,0.13054536,0.95106804,train
Sample_013,0.015757322,0.0005552042,-0.022405628,train
Sample_014,-0.1522637,0.12804103,0.9274041,train
Sample_016,-0.09517362,0.08911748,0.5596075,train
Sample_017,-0.181599,0.14804159,1.1163936,train
Sample_019,0.8951515,-1.0383916,-1.180396,train
Sample_024,-0.11959828,0.10574196,0.7119033,train
Sample_025,-0.16268677,0.1351474,0.9945536,train
Sample_026,-0.010122131,0.031130087,0.011672553,train
Sample_027,-0.010122131,0.031130087,0.011672553,train
Sample_028,0.7242625,-0.83689386,-0.9567942,train
Sample_030,0.063026585,-0.05552985,-0.08580528,train
Sample_002,0.8818773,-1.023392,-1.1655729,valid
Sample_023,-0.19981414,0.16010788,1.2238559,valid
Sample_029,0.18718947,-0.20238143,-0.25030962,valid
