,LatDim_0,LatDim_1,split
Sample_001,0.6017741,0.7897488,train
Sample_003,0.11515279,0.94674134,train
Sample_004,-1.3265954,0.9448749,train
Sample_005,-0.6316899,0.7657105,train
Sample_006,0.7863184,0.36706436,train
Sample_007,-0.04321212,-0.23232856,train
Sample_008,-0.3035958,0.065716,train
Sample_009,0.051814724,-0.35316786,train
Sample_010,-2.0516796,0.039503835,train
Sample_012,-0.5145013,-0.3242793,train
Sample_013,2.4283652,0.11045412,train
Sample_014,0.58408135,1.369833,train
Sample_016,-1.5215865,0.9913852,train
Sample_017,0.8754269,-0.84944266,train
Sample_019,-0.9210175,0.39226338,train
Sample_024,0.042030893,0.8829791,train
Sample_025,-0.73721904,-0.0044630393,train
Sample_026,-1.8399451,2.678554,train
Sample_027,2.0329177,0.91199857,train
Sample_028,0.6953034,1.5172963,train
Sample_030,-0.40635732,-1.6040332,train
Sample_002,-0.96032906,0.038616076,valid
Sample_023,1.7650851,-1.7917652,valid
Sample_029,0.20336847,-1.3062737,valid
